Sentence ID,Sentence
നഴ്സ്.കസ്റ്റമർ.0.female,"നഴ്സ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
നഴ്സ്.കസ്റ്റമർ.0.neutral,"നഴ്സ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
നഴ്സ്.ഒരു ആള.1.male,"നഴ്സ് ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
നഴ്സ്.ഒരു ആള.1.female,"നഴ്സ് ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
നഴ്സ്.ഒരു ആള.1.neutral,"നഴ്സ് ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
നഴ്സ്.ഒരു ആള.0.male,"നഴ്സ് ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
നഴ്സ്.ഒരു ആള.0.female,"നഴ്സ് ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
നഴ്സ്.ഒരു ആള.0.neutral,"നഴ്സ് ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അന്വേഷകൻ.കസ്റ്റമർ.1.male,"അന്വേഷകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
അന്വേഷകൻ.കസ്റ്റമർ.1.female,"അന്വേഷകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
അന്വേഷകൻ.കസ്റ്റമർ.1.neutral,"അന്വേഷകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
അന്വേഷകൻ.കസ്റ്റമർ.0.male,"അന്വേഷകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അന്വേഷകൻ.കസ്റ്റമർ.0.female,"അന്വേഷകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അന്വേഷകൻ.കസ്റ്റമർ.0.neutral,"അന്വേഷകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അന്വേഷകൻ.ഒരു ആള.1.male,"അന്വേഷകൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
അന്വേഷകൻ.ഒരു ആള.1.female,"അന്വേഷകൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
അന്വേഷകൻ.ഒരു ആള.1.neutral,"അന്വേഷകൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
അന്വേഷകൻ.ഒരു ആള.0.male,"അന്വേഷകൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അന്വേഷകൻ.ഒരു ആള.0.female,"അന്വേഷകൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അന്വേഷകൻ.ഒരു ആള.0.neutral,"അന്വേഷകൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ബാർടെൻഡർ.കസ്റ്റമർ.1.male,"ബാർടെൻഡർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ബാർടെൻഡർ.കസ്റ്റമർ.1.female,"ബാർടെൻഡർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ബാർടെൻഡർ.കസ്റ്റമർ.1.neutral,"ബാർടെൻഡർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ബാർടെൻഡർ.കസ്റ്റമർ.0.male,"ബാർടെൻഡർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ബാർടെൻഡർ.കസ്റ്റമർ.0.female,"ബാർടെൻഡർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ബാർടെൻഡർ.കസ്റ്റമർ.0.neutral,"ബാർടെൻഡർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ബാർടെൻഡർ.ഒരു ആള.1.male,"ബാർടെൻഡർ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ബാർടെൻഡർ.ഒരു ആള.1.female,"ബാർടെൻഡർ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ബാർടെൻഡർ.ഒരു ആള.1.neutral,"ബാർടെൻഡർ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ബാർടെൻഡർ.ഒരു ആള.0.male,"ബാർടെൻഡർ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ബാർടെൻഡർ.ഒരു ആള.0.female,"ബാർടെൻഡർ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ബാർടെൻഡർ.ഒരു ആള.0.neutral,"ബാർടെൻഡർ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സ്പെഷ്യലിസ്റ്റ്.കസ്റ്റമർ.1.male,"സ്പെഷ്യലിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
സ്പെഷ്യലിസ്റ്റ്.കസ്റ്റമർ.1.female,"സ്പെഷ്യലിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
സ്പെഷ്യലിസ്റ്റ്.കസ്റ്റമർ.1.neutral,"സ്പെഷ്യലിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
സ്പെഷ്യലിസ്റ്റ്.കസ്റ്റമർ.0.male,"സ്പെഷ്യലിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സ്പെഷ്യലിസ്റ്റ്.കസ്റ്റമർ.0.female,"സ്പെഷ്യലിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സ്പെഷ്യലിസ്റ്റ്.കസ്റ്റമർ.0.neutral,"സ്പെഷ്യലിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സ്പെഷ്യലിസ്റ്റ്.ഒരു ആള.1.male,"സ്പെഷ്യലിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
സ്പെഷ്യലിസ്റ്റ്.ഒരു ആള.1.female,"സ്പെഷ്യലിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
സ്പെഷ്യലിസ്റ്റ്.ഒരു ആള.1.neutral,"സ്പെഷ്യലിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
സ്പെഷ്യലിസ്റ്റ്.ഒരു ആള.0.male,"സ്പെഷ്യലിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സ്പെഷ്യലിസ്റ്റ്.ഒരു ആള.0.female,"സ്പെഷ്യലിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
സ്പെഷ്യലിസ്റ്റ്.ഒരു ആള.0.neutral,"സ്പെഷ്യലിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഇലക്ട്രീഷ്യൻ.കസ്റ്റമർ.1.male,"ഇലക്ട്രീഷ്യൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ഇലക്ട്രീഷ്യൻ.കസ്റ്റമർ.1.female,"ഇലക്ട്രീഷ്യൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ഇലക്ട്രീഷ്യൻ.കസ്റ്റമർ.1.neutral,"ഇലക്ട്രീഷ്യൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ഇലക്ട്രീഷ്യൻ.കസ്റ്റമർ.0.male,"ഇലക്ട്രീഷ്യൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഇലക്ട്രീഷ്യൻ.കസ്റ്റമർ.0.female,"ഇലക്ട്രീഷ്യൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഇലക്ട്രീഷ്യൻ.കസ്റ്റമർ.0.neutral,"ഇലക്ട്രീഷ്യൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഇലക്ട്രീഷ്യൻ.ഒരു ആള.1.male,"ഇലക്ട്രീഷ്യൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ഇലക്ട്രീഷ്യൻ.ഒരു ആള.1.female,"ഇലക്ട്രീഷ്യൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ഇലക്ട്രീഷ്യൻ.ഒരു ആള.1.neutral,"ഇലക്ട്രീഷ്യൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ഇലക്ട്രീഷ്യൻ.ഒരു ആള.0.male,"ഇലക്ട്രീഷ്യൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഇലക്ട്രീഷ്യൻ.ഒരു ആള.0.female,"ഇലക്ട്രീഷ്യൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഇലക്ട്രീഷ്യൻ.ഒരു ആള.0.neutral,"ഇലക്ട്രീഷ്യൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഉദ്യോഗസ്ഥൻ.കസ്റ്റമർ.1.male,"ഉദ്യോഗസ്ഥൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ഉദ്യോഗസ്ഥൻ.കസ്റ്റമർ.1.female,"ഉദ്യോഗസ്ഥൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ഉദ്യോഗസ്ഥൻ.കസ്റ്റമർ.1.neutral,"ഉദ്യോഗസ്ഥൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ഉദ്യോഗസ്ഥൻ.കസ്റ്റമർ.0.male,"ഉദ്യോഗസ്ഥൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഉദ്യോഗസ്ഥൻ.കസ്റ്റമർ.0.female,"ഉദ്യോഗസ്ഥൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഉദ്യോഗസ്ഥൻ.കസ്റ്റമർ.0.neutral,"ഉദ്യോഗസ്ഥൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഉദ്യോഗസ്ഥൻ.ഒരു ആള.1.male,"ഉദ്യോഗസ്ഥൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ഉദ്യോഗസ്ഥൻ.ഒരു ആള.1.female,"ഉദ്യോഗസ്ഥൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ഉദ്യോഗസ്ഥൻ.ഒരു ആള.1.neutral,"ഉദ്യോഗസ്ഥൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ഉദ്യോഗസ്ഥൻ.ഒരു ആള.0.male,"ഉദ്യോഗസ്ഥൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഉദ്യോഗസ്ഥൻ.ഒരു ആള.0.female,"ഉദ്യോഗസ്ഥൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ഉദ്യോഗസ്ഥൻ.ഒരു ആള.0.neutral,"ഉദ്യോഗസ്ഥൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാത്തോളജിസ്റ്റ്.കസ്റ്റമർ.1.male,"പാത്തോളജിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പാത്തോളജിസ്റ്റ്.കസ്റ്റമർ.1.female,"പാത്തോളജിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പാത്തോളജിസ്റ്റ്.കസ്റ്റമർ.1.neutral,"പാത്തോളജിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പാത്തോളജിസ്റ്റ്.കസ്റ്റമർ.0.male,"പാത്തോളജിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാത്തോളജിസ്റ്റ്.കസ്റ്റമർ.0.female,"പാത്തോളജിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാത്തോളജിസ്റ്റ്.കസ്റ്റമർ.0.neutral,"പാത്തോളജിസ്റ്റ് കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാത്തോളജിസ്റ്റ്.ഒരു ആള.1.male,"പാത്തോളജിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പാത്തോളജിസ്റ്റ്.ഒരു ആള.1.female,"പാത്തോളജിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പാത്തോളജിസ്റ്റ്.ഒരു ആള.1.neutral,"പാത്തോളജിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പാത്തോളജിസ്റ്റ്.ഒരു ആള.0.male,"പാത്തോളജിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാത്തോളജിസ്റ്റ്.ഒരു ആള.0.female,"പാത്തോളജിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പാത്തോളജിസ്റ്റ്.ഒരു ആള.0.neutral,"പാത്തോളജിസ്റ്റ് ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ടീച്ചർ.കസ്റ്റമർ.1.male,"ടീച്ചർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ടീച്ചർ.കസ്റ്റമർ.1.female,"ടീച്ചർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ടീച്ചർ.കസ്റ്റമർ.1.neutral,"ടീച്ചർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ടീച്ചർ.കസ്റ്റമർ.0.male,"ടീച്ചർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ടീച്ചർ.കസ്റ്റമർ.0.female,"ടീച്ചർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ടീച്ചർ.കസ്റ്റമർ.0.neutral,"ടീച്ചർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ടീച്ചർ.ഒരു ആള.1.male,"ടീച്ചർ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
ടീച്ചർ.ഒരു ആള.1.female,"ടീച്ചർ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
ടീച്ചർ.ഒരു ആള.1.neutral,"ടീച്ചർ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
ടീച്ചർ.ഒരു ആള.0.male,"ടീച്ചർ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ടീച്ചർ.ഒരു ആള.0.female,"ടീച്ചർ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
ടീച്ചർ.ഒരു ആള.0.neutral,"ടീച്ചർ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അഭിഭാഷകൻ.കസ്റ്റമർ.1.male,"അഭിഭാഷകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
അഭിഭാഷകൻ.കസ്റ്റമർ.1.female,"അഭിഭാഷകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
അഭിഭാഷകൻ.കസ്റ്റമർ.1.neutral,"അഭിഭാഷകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
അഭിഭാഷകൻ.കസ്റ്റമർ.0.male,"അഭിഭാഷകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അഭിഭാഷകൻ.കസ്റ്റമർ.0.female,"അഭിഭാഷകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അഭിഭാഷകൻ.കസ്റ്റമർ.0.neutral,"അഭിഭാഷകൻ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അഭിഭാഷകൻ.ഒരു ആള.1.male,"അഭിഭാഷകൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
അഭിഭാഷകൻ.ഒരു ആള.1.female,"അഭിഭാഷകൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
അഭിഭാഷകൻ.ഒരു ആള.1.neutral,"അഭിഭാഷകൻ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
അഭിഭാഷകൻ.ഒരു ആള.0.male,"അഭിഭാഷകൻ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അഭിഭാഷകൻ.ഒരു ആള.0.female,"അഭിഭാഷകൻ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
അഭിഭാഷകൻ.ഒരു ആള.0.neutral,"അഭിഭാഷകൻ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്ലാനർ.കസ്റ്റമർ.1.male,"പ്ലാനർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പ്ലാനർ.കസ്റ്റമർ.1.female,"പ്ലാനർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പ്ലാനർ.കസ്റ്റമർ.1.neutral,"പ്ലാനർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പ്ലാനർ.കസ്റ്റമർ.0.male,"പ്ലാനർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്ലാനർ.കസ്റ്റമർ.0.female,"പ്ലാനർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്ലാനർ.കസ്റ്റമർ.0.neutral,"പ്ലാനർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്ലാനർ.ഒരു ആള.1.male,"പ്ലാനർ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പ്ലാനർ.ഒരു ആള.1.female,"പ്ലാനർ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പ്ലാനർ.ഒരു ആള.1.neutral,"പ്ലാനർ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പ്ലാനർ.ഒരു ആള.0.male,"പ്ലാനർ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്ലാനർ.ഒരു ആള.0.female,"പ്ലാനർ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്ലാനർ.ഒരു ആള.0.neutral,"പ്ലാനർ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്രാക്ടീഷണർ.കസ്റ്റമർ.1.male,"പ്രാക്ടീഷണർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പ്രാക്ടീഷണർ.കസ്റ്റമർ.1.female,"പ്രാക്ടീഷണർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പ്രാക്ടീഷണർ.കസ്റ്റമർ.1.neutral,"പ്രാക്ടീഷണർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പ്രാക്ടീഷണർ.കസ്റ്റമർ.0.male,"പ്രാക്ടീഷണർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്രാക്ടീഷണർ.കസ്റ്റമർ.0.female,"പ്രാക്ടീഷണർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്രാക്ടീഷണർ.കസ്റ്റമർ.0.neutral,"പ്രാക്ടീഷണർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്രാക്ടീഷണർ.ഒരു ആള.1.male,"പ്രാക്ടീഷണർ ഒരു ആളോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പ്രാക്ടീഷണർ.ഒരു ആള.1.female,"പ്രാക്ടീഷണർ ഒരു ആളോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പ്രാക്ടീഷണർ.ഒരു ആള.1.neutral,"പ്രാക്ടീഷണർ ഒരു ആളോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പ്രാക്ടീഷണർ.ഒരു ആള.0.male,"പ്രാക്ടീഷണർ ഒരു ആളോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്രാക്ടീഷണർ.ഒരു ആള.0.female,"പ്രാക്ടീഷണർ ഒരു ആളോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്രാക്ടീഷണർ.ഒരു ആള.0.neutral,"പ്രാക്ടീഷണർ ഒരു ആളോട് പറഞ്ഞു, അവർ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്ലംബർ.കസ്റ്റമർ.1.male,"പ്ലംബർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ കാഷ് നൽകാമെന്ന്."
പ്ലംബർ.കസ്റ്റമർ.1.female,"പ്ലംബർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ കാഷ് നൽകാമെന്ന്."
പ്ലംബർ.കസ്റ്റമർ.1.neutral,"പ്ലംബർ കസ്റ്റമർോട് പറഞ്ഞു, അവർ കാഷ് നൽകാമെന്ന്."
പ്ലംബർ.കസ്റ്റമർ.0.male,"പ്ലംബർ കസ്റ്റമർോട് പറഞ്ഞു, അവൻ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
പ്ലംബർ.കസ്റ്റമർ.0.female,"പ്ലംബർ കസ്റ്റമർോട് പറഞ്ഞു, അവൾ അറ്റകുറ്റപ്പണികൾ പൂർത്തിയാക്കിയെന്ന്."
